Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Appointment,Chrome 134.0.6998.89,,,14-03-2025 00:16:05,14-03-2025 00:16:16,10.954s,PASSED
,,,,,,,
Test Cases/TC_Appointment,Chrome 134.0.6998.89,,,14-03-2025 00:16:05,14-03-2025 00:16:16,10.894s,PASSED
"openBrowser("""")",Chrome 134.0.6998.89,,,14-03-2025 00:16:05,14-03-2025 00:16:07,1.796s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 134.0.6998.89,,,14-03-2025 00:16:07,14-03-2025 00:16:09,2.710s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:09,14-03-2025 00:16:10,0.611s,PASSED
"setText(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 134.0.6998.89,,,14-03-2025 00:16:10,14-03-2025 00:16:11,0.802s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 134.0.6998.89,,,14-03-2025 00:16:11,14-03-2025 00:16:11,0.270s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/button_Login""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:11,14-03-2025 00:16:11,0.277s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 134.0.6998.89,,,14-03-2025 00:16:11,14-03-2025 00:16:13,1.532s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:13,14-03-2025 00:16:13,0.251s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:13,14-03-2025 00:16:13,0.271s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:13,14-03-2025 00:16:14,0.276s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/td_19""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:14,14-03-2025 00:16:14,0.478s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/td_31""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:14,14-03-2025 00:16:15,0.469s,PASSED
"setText(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Sample appointment."")",Chrome 134.0.6998.89,,,14-03-2025 00:16:15,14-03-2025 00:16:15,0.713s,PASSED
"click(findTestObject(""Object Repository/Appointment_Objects/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 134.0.6998.89,,,14-03-2025 00:16:15,14-03-2025 00:16:15,0.252s,PASSED
closeBrowser(),Chrome 134.0.6998.89,,,14-03-2025 00:16:15,14-03-2025 00:16:16,0.086s,PASSED
